injury_code,injury_name,feature,coefficient,abs_coefficient
0,Control,Cytoplasm_Intensity_MADIntensity_ER,-2.0546399738337544,2.0546399738337544
0,Control,Nuclei_Intensity_MinIntensity_ER,1.1367666536130554,1.1367666536130554
0,Control,Cytoplasm_Intensity_MADIntensity_RNA,-1.13543013329419,1.13543013329419
0,Control,Nuclei_Intensity_MinIntensity_AGP,-1.0142416548378683,1.0142416548378683
0,Control,Nuclei_Intensity_StdIntensityEdge_ER,1.0069284681293806,1.0069284681293806
0,Control,Nuclei_RadialDistribution_RadialCV_ER_4of4,0.8855446181753112,0.8855446181753112
0,Control,Nuclei_Intensity_IntegratedIntensityEdge_AGP,-0.8536468099749411,0.8536468099749411
0,Control,Cells_Intensity_IntegratedIntensity_AGP,-0.7717407075638393,0.7717407075638393
0,Control,Cytoplasm_Intensity_MeanIntensityEdge_RNA,0.6858199729235507,0.6858199729235507
0,Control,Cells_Intensity_MeanIntensity_RNA,0.6788551910600188,0.6788551910600188
0,Control,Nuclei_Intensity_MassDisplacement_ER,0.6429622479481159,0.6429622479481159
0,Control,Cells_Intensity_StdIntensityEdge_ER,-0.6222825160736392,0.6222825160736392
0,Control,Cells_Intensity_MinIntensityEdge_Mito,0.5665824886846372,0.5665824886846372
0,Control,Cells_RadialDistribution_RadialCV_RNA_4of4,-0.5555419177612508,0.5555419177612508
0,Control,Cytoplasm_Intensity_IntegratedIntensityEdge_AGP,-0.5178404222764237,0.5178404222764237
0,Control,Nuclei_Intensity_IntegratedIntensityEdge_Mito,-0.44203653402946314,0.44203653402946314
0,Control,Nuclei_Intensity_MADIntensity_Mito,-0.2914050857453164,0.2914050857453164
0,Control,Cytoplasm_Intensity_StdIntensity_DNA,0.23094922829381256,0.23094922829381256
0,Control,Nuclei_Intensity_MeanIntensityEdge_RNA,0.20087603671465865,0.20087603671465865
0,Control,Cytoplasm_Intensity_StdIntensity_ER,0.153467559242807,0.153467559242807
0,Control,Cells_Intensity_MaxIntensityEdge_Mito,-0.0636603706106958,0.0636603706106958
0,Control,Nuclei_Intensity_MeanIntensityEdge_AGP,-0.06005196683250483,0.06005196683250483
0,Control,Nuclei_RadialDistribution_MeanFrac_Mito_1of4,-0.03791680168170671,0.03791680168170671
0,Control,Cells_Intensity_IntegratedIntensityEdge_AGP,-0.036126095006441844,0.036126095006441844
0,Control,Nuclei_Intensity_MaxIntensity_RNA,0.03063850393165456,0.03063850393165456
0,Control,Cells_Intensity_IntegratedIntensity_ER,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_ER_3of4,0.0,0.0
0,Control,Cells_Intensity_MassDisplacement_ER,0.0,0.0
0,Control,Nuclei_RadialDistribution_FracAtD_AGP_3of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_6_6,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_8_0,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_5_3,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_AGP_3of4,0.0,0.0
0,Control,Nuclei_AreaShape_Solidity,0.0,0.0
0,Control,Nuclei_AreaShape_Orientation,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_Mito_1of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
0,Control,Cytoplasm_Intensity_UpperQuartileIntensity_DNA,0.0,0.0
0,Control,Cytoplasm_Intensity_MaxIntensity_AGP,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_AGP_3of4,0.0,0.0
0,Control,Nuclei_Intensity_MeanIntensity_DNA,0.0,0.0
0,Control,Cytoplasm_Intensity_MADIntensity_DNA,0.0,0.0
0,Control,Nuclei_Intensity_IntegratedIntensity_ER,0.0,0.0
0,Control,Cells_AreaShape_Zernike_6_0,0.0,0.0
0,Control,Cells_AreaShape_Zernike_2_0,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_AGP_1of4,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_ER_2of4,0.0,0.0
0,Control,Nuclei_Intensity_IntegratedIntensityEdge_DNA,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_DNA_1of4,0.0,0.0
0,Control,Nuclei_Intensity_IntegratedIntensity_DNA,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_5_3,0.0,0.0
0,Control,Nuclei_AreaShape_FormFactor,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_RNA_2of4,0.0,0.0
0,Control,Nuclei_Intensity_IntegratedIntensityEdge_ER,0.0,0.0
0,Control,Nuclei_Intensity_IntegratedIntensityEdge_RNA,0.0,0.0
0,Control,Cytoplasm_Intensity_MassDisplacement_DNA,0.0,0.0
0,Control,Cells_AreaShape_Compactness,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_DNA_4of4,0.0,0.0
0,Control,Nuclei_Intensity_MADIntensity_DNA,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_9_3,0.0,0.0
0,Control,Cells_RadialDistribution_FracAtD_DNA_3of4,0.0,0.0
0,Control,Cells_RadialDistribution_FracAtD_Mito_3of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_9_7,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_7_1,0.0,0.0
0,Control,Cells_AreaShape_Zernike_7_3,0.0,0.0
0,Control,Cells_AreaShape_Orientation,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_DNA_4of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_1_1,0.0,0.0
0,Control,Cytoplasm_AreaShape_FormFactor,0.0,0.0
0,Control,Cells_AreaShape_Zernike_4_0,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_0_0,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_8_2,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_7_1,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_DNA_2of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_Mito_1of4,0.0,0.0
0,Control,Cells_Intensity_MADIntensity_DNA,0.0,0.0
0,Control,Nuclei_Intensity_StdIntensityEdge_DNA,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_MeanFrac_DNA_2of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_MeanFrac_ER_2of4,0.0,0.0
0,Control,Nuclei_RadialDistribution_FracAtD_RNA_3of4,0.0,0.0
0,Control,Cells_RadialDistribution_FracAtD_RNA_3of4,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_ER_3of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_9_1,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_RNA_3of4,0.0,0.0
0,Control,Nuclei_RadialDistribution_MeanFrac_AGP_1of4,0.0,0.0
0,Control,Cells_Intensity_IntegratedIntensityEdge_DNA,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_7_5,0.0,0.0
0,Control,Nuclei_RadialDistribution_MeanFrac_AGP_3of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_DNA_3of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_8_4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_RNA_2of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_MeanFrac_Mito_2of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_8_2,0.0,0.0
0,Control,Cells_Intensity_UpperQuartileIntensity_DNA,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_RNA_1of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_6_0,0.0,0.0
0,Control,Cells_AreaShape_FormFactor,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_Mito_3of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,0.0,0.0
0,Control,Nuclei_AreaShape_MinorAxisLength,0.0,0.0
0,Control,Cytoplasm_Intensity_MassDisplacement_RNA,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_Mito_4of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,0.0,0.0
0,Control,Cells_AreaShape_Zernike_8_8,0.0,0.0
0,Control,Cytoplasm_Intensity_StdIntensityEdge_DNA,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_6_0,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_Mito_3of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_5_1,0.0,0.0
0,Control,Cells_AreaShape_Perimeter,0.0,0.0
0,Control,Cells_AreaShape_Zernike_6_2,0.0,0.0
0,Control,Cells_Intensity_IntegratedIntensity_RNA,0.0,0.0
0,Control,Cells_Intensity_MassDisplacement_Mito,0.0,0.0
0,Control,Cells_RadialDistribution_FracAtD_AGP_3of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_9_7,0.0,0.0
0,Control,Cells_Intensity_IntegratedIntensityEdge_Mito,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
0,Control,Cells_AreaShape_Zernike_7_7,0.0,0.0
0,Control,Cells_AreaShape_Zernike_9_3,0.0,0.0
0,Control,Cells_Intensity_MassDisplacement_AGP,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_ER_1of4,0.0,0.0
0,Control,Cells_AreaShape_Center_Y,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_RNA_3of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_4_2,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_DNA_4of4,0.0,0.0
0,Control,Cells_AreaShape_Zernike_9_1,0.0,0.0
0,Control,Nuclei_Intensity_MassDisplacement_Mito,0.0,0.0
0,Control,Cells_AreaShape_Zernike_5_5,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_8_4,0.0,0.0
0,Control,Cytoplasm_AreaShape_Extent,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_AGP_2of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_8_6,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_MeanFrac_RNA_1of4,0.0,0.0
0,Control,Cells_AreaShape_Zernike_2_2,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_ER_4of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_DNA_1of4,0.0,0.0
0,Control,Cells_AreaShape_Area,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_7_3,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_RNA_2of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_9_1,0.0,0.0
0,Control,Cytoplasm_AreaShape_Solidity,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_ER_2of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_6_2,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_DNA_2of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_AGP_4of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_ER_3of4,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_Mito_3of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_5_1,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_5_5,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_FracAtD_DNA_3of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_3_1,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_4_2,0.0,0.0
0,Control,Cells_AreaShape_Zernike_5_3,0.0,0.0
0,Control,Cells_AreaShape_Zernike_7_1,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_7_3,0.0,0.0
0,Control,Cytoplasm_Intensity_MaxIntensity_Mito,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_DNA_1of4,0.0,0.0
0,Control,Nuclei_RadialDistribution_MeanFrac_DNA_3of4,0.0,0.0
0,Control,Nuclei_Intensity_MedianIntensity_DNA,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_9_5,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_6_4,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_DNA_2of4,0.0,0.0
